id,creation_date_time,resolution_date_time,res_time,priority,urgency,assigned_organization,inc_type
2156,09/04/2021 15:20:00+05,22/04/2021 09:41:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,DATA ISSUE
2157,09/04/2021 15:11:00+05,09/04/2021 15:11:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2158,09/04/2021 15:13:00+05,19/04/2021 09:18:00+05,,Baja,4-Baja,Unidad Control del Servicio,SOFTWARE FAILURE
2159,09/04/2021 15:23:00+05,09/04/2021 15:23:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2160,09/04/2021 16:20:00+05,09/04/2021 16:20:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2161,09/04/2021 15:43:00+05,12/04/2021 10:44:00+05,,Baja,4-Baja,Mantenimiento Financiero,SOFTWARE FAILURE
2162,09/04/2021 15:33:00+05,09/04/2021 15:33:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2163,09/04/2021 15:29:00+05,10/04/2021 13:49:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2164,09/04/2021 16:35:00+05,09/04/2021 16:35:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2165,09/04/2021 15:43:00+05,16/04/2021 16:09:00+05,,Media,3-Medio,Unidad Control del Servicio,COMMUNICATIONS FAILURE
2166,09/04/2021 15:49:00+05,09/04/2021 15:58:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2167,09/04/2021 18:34:00+05,09/04/2021 18:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2168,09/04/2021 16:07:00+05,14/04/2021 12:20:00+05,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
2169,09/04/2021 16:16:00+05,12/04/2021 13:09:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
2170,09/04/2021 16:34:00+05,,,Media,3-Medio,Unidad de Operaciones Ordenadores,COMMUNICATIONS FAILURE
2171,09/04/2021 16:53:00+05,09/04/2021 16:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2172,09/04/2021 16:59:00+05,,,Media,3-Medio,Unidad de Operaciones Ordenadores,DEFAULT
2173,09/04/2021 17:30:00+05,12/04/2021 07:37:00+05,,Media,3-Medio,Mantenimiento Pasaje,COMMUNICATIONS FAILURE
2174,09/04/2021 17:09:00+05,09/04/2021 21:30:00+05,,Alta,2-Alta,Mantenimiento Cargo,ACCESS FAILURE
2175,09/04/2021 16:59:00+05,09/04/2021 17:25:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2176,09/04/2021 17:04:00+05,09/04/2021 17:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2177,09/04/2021 17:08:00+05,13/04/2021 12:34:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,SECURITY ISSUE
2178,09/04/2021 17:57:00+05,19/04/2021 06:44:00+05,,Media,3-Medio,Mantenimiento Cargo,SOFTWARE FAILURE
2179,09/04/2021 17:15:00+05,22/04/2021 17:16:00+05,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
2180,09/04/2021 17:52:00+05,09/04/2021 17:52:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2181,09/04/2021 17:26:00+05,09/04/2021 17:26:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2182,09/04/2021 17:27:00+05,09/04/2021 17:27:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2183,09/04/2021 17:42:00+05,,,Baja,4-Baja,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
2184,09/04/2021 17:42:00+05,09/04/2021 17:42:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2185,09/04/2021 17:58:00+05,09/04/2021 17:58:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2186,09/04/2021 17:59:00+05,09/04/2021 17:59:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2187,09/04/2021 18:54:00+05,09/04/2021 18:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2188,09/04/2021 18:22:00+05,09/04/2021 18:22:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2189,09/04/2021 18:46:00+05,09/04/2021 18:46:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2190,09/04/2021 18:49:00+05,09/04/2021 18:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2191,09/04/2021 19:02:00+05,09/04/2021 19:20:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2192,09/04/2021 20:56:00+05,15/04/2021 08:12:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2193,09/04/2021 21:11:00+05,09/04/2021 21:11:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2194,09/04/2021 20:49:00+05,12/04/2021 16:10:00+05,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
2195,09/04/2021 21:17:00+05,09/04/2021 21:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2196,09/04/2021 21:24:00+05,,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2197,09/04/2021 21:13:00+05,09/04/2021 21:13:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2198,09/04/2021 21:39:00+05,12/04/2021 13:22:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2199,09/04/2021 18:14:00+05,09/04/2021 18:14:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2200,09/04/2021 18:43:00+05,09/04/2021 18:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2201,09/04/2021 18:58:00+05,12/04/2021 15:57:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
2202,09/04/2021 19:04:00+05,09/04/2021 19:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2203,09/04/2021 20:20:00+05,,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2204,09/04/2021 19:53:00+05,09/04/2021 19:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2205,09/04/2021 21:02:00+05,10/04/2021 13:46:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2206,09/04/2021 21:46:00+05,,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2207,09/04/2021 23:24:00+05,10/04/2021 13:41:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2208,10/04/2021 02:20:00+05,13/04/2021 09:46:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2209,10/04/2021 03:08:00+05,10/04/2021 13:42:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
2210,10/04/2021 03:24:00+05,12/04/2021 10:00:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2211,10/04/2021 03:35:00+05,10/04/2021 13:32:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2212,10/04/2021 04:08:00+05,12/04/2021 04:50:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2213,10/04/2021 04:22:00+05,10/04/2021 13:30:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2214,10/04/2021 06:21:00+05,10/04/2021 06:21:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2215,10/04/2021 06:11:00+05,10/04/2021 06:11:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2216,10/04/2021 06:12:00+05,10/04/2021 06:12:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2217,10/04/2021 06:40:00+05,10/04/2021 06:40:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2218,10/04/2021 07:06:00+05,16/04/2021 15:22:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2219,10/04/2021 08:10:00+05,19/04/2021 15:32:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2220,10/04/2021 09:53:00+05,10/04/2021 09:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2221,10/04/2021 10:11:00+05,12/04/2021 13:03:00+05,,Media,2-Alta,Mantenimiento Aeropuertos,ACCESS FAILURE
2222,11/04/2021 11:39:00+05,12/04/2021 20:52:00+05,,Media,2-Alta,Unidad Seguridad Informática,SOFTWARE FAILURE
2223,10/04/2021 12:28:00+05,10/04/2021 12:28:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2224,10/04/2021 12:03:00+05,10/04/2021 12:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2225,10/04/2021 12:23:00+05,13/04/2021 08:05:00+05,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
2226,10/04/2021 12:41:00+05,,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,DATA ISSUE
2227,10/04/2021 13:03:00+05,12/04/2021 06:17:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
2228,10/04/2021 13:05:00+05,10/04/2021 23:05:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
2229,10/04/2021 13:10:00+05,10/04/2021 13:10:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2230,10/04/2021 14:12:00+05,10/04/2021 14:12:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2231,10/04/2021 15:03:00+05,10/04/2021 15:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2232,10/04/2021 17:12:00+05,10/04/2021 17:12:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2233,10/04/2021 17:00:00+05,13/04/2021 09:40:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2234,10/04/2021 18:31:00+05,10/04/2021 18:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2235,10/04/2021 18:36:00+05,10/04/2021 18:36:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2236,10/04/2021 18:33:00+05,10/04/2021 18:33:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2237,10/04/2021 18:45:00+05,,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2238,10/04/2021 18:47:00+05,28/04/2021 08:14:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
2239,10/04/2021 18:56:00+05,10/04/2021 18:56:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2240,10/04/2021 19:00:00+05,10/04/2021 19:00:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2241,10/04/2021 19:47:00+05,13/04/2021 05:19:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2242,10/04/2021 20:43:00+05,15/04/2021 12:26:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2243,10/04/2021 21:18:00+05,16/04/2021 03:04:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2244,10/04/2021 22:38:00+05,10/04/2021 23:08:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2245,10/04/2021 23:25:00+05,11/04/2021 08:28:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2246,10/04/2021 23:59:00+05,12/04/2021 14:05:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2247,09/04/2021 23:53:00+05,21/04/2021 10:22:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2248,09/04/2021 23:08:00+05,12/04/2021 09:03:00+05,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
2249,09/04/2021 23:59:00+05,09/04/2021 23:59:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2250,09/04/2021 23:51:00+05,12/04/2021 14:07:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2251,10/04/2021 06:09:00+05,10/04/2021 06:09:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2252,10/04/2021 01:12:00+05,16/04/2021 19:05:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
2253,10/04/2021 01:47:00+05,11/04/2021 16:12:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2254,10/04/2021 02:54:00+05,10/04/2021 02:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2255,10/04/2021 06:26:00+05,10/04/2021 06:26:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2256,10/04/2021 03:28:00+05,12/04/2021 10:09:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2257,10/04/2021 03:31:00+05,12/04/2021 10:16:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2258,10/04/2021 03:59:00+05,10/04/2021 19:26:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2259,10/04/2021 05:12:00+05,12/04/2021 11:15:00+05,,Media,3-Medio,Mantenimiento Movilidad,PERFORMANCE ISSUE
2260,10/04/2021 05:25:00+05,12/04/2021 14:09:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2261,10/04/2021 11:06:00+05,10/04/2021 11:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2262,10/04/2021 06:32:00+05,12/04/2021 08:22:00+05,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
2263,10/04/2021 06:54:00+05,10/04/2021 06:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2264,10/04/2021 07:45:00+05,14/04/2021 17:08:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
2265,10/04/2021 07:21:00+05,12/04/2021 14:10:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2266,10/04/2021 09:45:00+05,10/04/2021 09:45:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2267,10/04/2021 08:03:00+05,14/04/2021 13:38:00+05,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
2268,10/04/2021 08:19:00+05,12/04/2021 13:41:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2269,10/04/2021 08:46:00+05,13/04/2021 08:50:00+05,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE
2270,10/04/2021 09:43:00+05,12/04/2021 22:33:00+05,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
2271,10/04/2021 09:51:00+05,10/04/2021 09:51:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2272,10/04/2021 10:38:00+05,13/04/2021 08:03:00+05,,Media,2-Alta,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
2273,10/04/2021 10:57:00+05,15/04/2021 04:27:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
2274,10/04/2021 10:41:00+05,10/04/2021 10:41:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2275,10/04/2021 10:43:00+05,10/04/2021 10:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
2276,10/04/2021 10:49:00+05,10/04/2021 10:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2277,10/04/2021 10:44:00+05,10/04/2021 10:44:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2278,10/04/2021 11:37:00+05,10/04/2021 11:45:00+05,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2279,10/04/2021 11:17:00+05,10/04/2021 11:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2280,10/04/2021 11:43:00+05,11/04/2021 12:29:00+05,,Media,3-Medio,Unidad Control del Servicio,COMMUNICATIONS FAILURE
2281,10/04/2021 11:24:00+05,10/04/2021 11:24:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
2282,10/04/2021 13:45:00+05,10/04/2021 13:45:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2283,10/04/2021 11:59:00+05,,,Media,2-Alta,Unidad de Operaciones Ordenadores,SOFTWARE FAILURE
2284,10/04/2021 12:18:00+05,12/04/2021 10:35:00+05,,Media,2-Alta,Unidad Control del Servicio,ACCESS FAILURE
2285,10/04/2021 12:29:00+05,10/04/2021 12:45:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
2286,10/04/2021 14:06:00+05,10/04/2021 14:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2287,10/04/2021 12:36:00+05,10/04/2021 12:36:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2288,10/04/2021 12:38:00+05,10/04/2021 12:38:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2289,10/04/2021 12:50:00+05,10/04/2021 12:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2290,10/04/2021 12:54:00+05,10/04/2021 12:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2291,10/04/2021 13:17:00+05,10/04/2021 13:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2292,10/04/2021 13:21:00+05,10/04/2021 13:21:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2293,10/04/2021 13:21:00+05,13/04/2021 05:34:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2294,10/04/2021 13:28:00+05,10/04/2021 13:28:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2295,10/04/2021 13:40:00+05,19/04/2021 19:50:00+05,,Media,3-Medio,Mantenimiento Corporativa y RRHH,DATA ISSUE
2296,10/04/2021 13:36:00+05,12/04/2021 12:46:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,COMMUNICATIONS FAILURE
2297,10/04/2021 13:42:00+05,10/04/2021 13:42:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2298,10/04/2021 13:48:00+05,10/04/2021 13:48:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2299,10/04/2021 14:50:00+05,10/04/2021 14:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2300,10/04/2021 14:26:00+05,10/04/2021 14:26:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2301,10/04/2021 14:32:00+05,12/04/2021 22:34:00+05,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
2302,10/04/2021 14:32:00+05,11/04/2021 08:17:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2303,10/04/2021 14:59:00+05,12/04/2021 17:17:00+05,,Media,2-Alta,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
2304,10/04/2021 15:30:00+05,10/04/2021 15:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2305,10/04/2021 15:18:00+05,14/04/2021 13:05:00+05,,Media,2-Alta,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
2306,10/04/2021 15:32:00+05,26/04/2021 11:33:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,DATA ISSUE
2307,10/04/2021 17:32:00+05,19/04/2021 20:02:00+05,,Media,2-Alta,Mantenimiento Corporativa y RRHH,DATA ISSUE
2308,10/04/2021 15:42:00+05,10/04/2021 15:42:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2309,11/04/2021 06:06:00+05,11/04/2021 06:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2310,10/04/2021 18:46:00+05,10/04/2021 18:46:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2311,10/04/2021 18:45:00+05,10/04/2021 18:45:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2312,10/04/2021 18:50:00+05,10/04/2021 18:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2313,10/04/2021 22:27:00+05,10/04/2021 22:27:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2314,10/04/2021 19:15:00+05,10/04/2021 19:15:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2315,10/04/2021 19:21:00+05,10/04/2021 19:21:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2316,10/04/2021 19:43:00+05,10/04/2021 19:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2317,10/04/2021 19:59:00+05,10/04/2021 23:09:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
2318,10/04/2021 20:47:00+05,10/04/2021 20:47:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2319,10/04/2021 20:57:00+05,10/04/2021 20:57:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2320,10/04/2021 21:11:00+05,13/04/2021 08:07:00+05,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
2321,10/04/2021 23:39:00+05,14/04/2021 13:40:00+05,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
2322,11/04/2021 03:03:00+05,12/04/2021 12:44:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
2323,11/04/2021 03:23:00+05,11/04/2021 19:12:00+05,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE
2324,11/04/2021 03:50:00+05,13/04/2021 13:35:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,ACCESS FAILURE
2325,11/04/2021 04:24:00+05,12/04/2021 10:20:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2326,11/04/2021 05:06:00+05,13/04/2021 08:54:00+05,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
2327,11/04/2021 05:25:00+05,13/04/2021 19:00:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2328,11/04/2021 06:10:00+05,13/04/2021 09:57:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,COMMUNICATIONS FAILURE
2329,11/04/2021 06:07:00+05,11/04/2021 06:07:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2330,11/04/2021 06:15:00+05,11/04/2021 06:15:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2331,11/04/2021 06:52:00+05,11/04/2021 08:18:00+05,,Alta,2-Alta,Mantenimiento BI,SOFTWARE FAILURE
2332,11/04/2021 06:21:00+05,13/04/2021 10:38:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,COMMUNICATIONS FAILURE
2333,11/04/2021 06:57:00+05,11/04/2021 13:15:00+05,,Media,2-Alta,Unidad de Instalaciones y Telecomunicaciones,ACCESS FAILURE
2334,11/04/2021 07:12:00+05,11/04/2021 07:12:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2335,11/04/2021 07:02:00+05,,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
2336,11/04/2021 07:27:00+05,11/04/2021 07:27:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
2337,11/04/2021 07:38:00+05,12/04/2021 07:44:00+05,,Media,2-Alta,Mantenimiento Aeropuertos,SOFTWARE FAILURE
2338,11/04/2021 07:53:00+05,11/04/2021 07:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2339,11/04/2021 07:51:00+05,13/04/2021 19:11:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,DATA ISSUE
2340,11/04/2021 09:07:00+05,12/04/2021 12:45:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
2341,11/04/2021 08:51:00+05,13/04/2021 05:48:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2342,11/04/2021 09:55:00+05,11/04/2021 13:43:00+05,,Media,3-Medio,Mantenimiento Pasaje,PERFORMANCE ISSUE
2343,11/04/2021 10:39:00+05,11/04/2021 10:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2344,11/04/2021 10:43:00+05,11/04/2021 10:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2345,11/04/2021 10:52:00+05,11/04/2021 10:52:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2346,11/04/2021 10:49:00+05,11/04/2021 10:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2347,11/04/2021 11:23:00+05,11/04/2021 11:23:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2348,11/04/2021 11:30:00+05,11/04/2021 11:30:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2349,11/04/2021 11:34:00+05,11/04/2021 11:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2350,11/04/2021 11:37:00+05,11/04/2021 11:37:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2351,11/04/2021 11:40:00+05,11/04/2021 11:40:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2352,11/04/2021 12:14:00+05,12/04/2021 12:02:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
2353,11/04/2021 14:03:00+05,11/04/2021 14:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2354,11/04/2021 13:57:00+05,11/04/2021 13:57:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
2355,11/04/2021 14:33:00+05,12/04/2021 09:15:00+05,,Media,2-Alta,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
2356,11/04/2021 14:05:00+05,13/04/2021 00:12:00+05,,Media,3-Medio,Unidad Control del Servicio,SOFTWARE FAILURE
